Title_GoldenGlobes,Title_Oscars,Similarity,Verification,Year_GG,Year_Oscars,year_film_x,year_award,ceremony_x,category_x,nominee,film_x,gg_win,standardized_film_goldenglobes,year_film_y,year_ceremony,ceremony_y,category_y,name,film_y,oscar_win,standardized_film_oscars
lawrence of arabia,lawrence of arabia,1,TRUE,1962,1962,1962,1963,20,Best Director - Motion Picture,David Lean,Lawrence Of Arabia,TRUE,lawrence of arabia,1962,1963,35,SOUND,"Shepperton Studio Sound Department, John Cox, Sound Director",Lawrence of Arabia,TRUE,lawrence of arabia
lawrence of arabia,lawrence of arabia,1,TRUE,1962,1962,1962,1963,20,Best Director - Motion Picture,David Lean,Lawrence Of Arabia,TRUE,lawrence of arabia,1962,1963,35,WRITING (Screenplay--based on material from another medium),"Robert Bolt, Michael Wilson",Lawrence of Arabia,FALSE,lawrence of arabia
lawrence of arabia,lawrence of arabia,1,TRUE,1962,1962,1962,1963,20,Best Original Score - Motion Picture,Maurice Jarre,Lawrence Of Arabia,FALSE,lawrence of arabia,1962,1963,35,ACTOR,Peter O'Toole,Lawrence of Arabia,FALSE,lawrence of arabia
lawrence of arabia,lawrence of arabia,1,TRUE,1962,1962,1962,1963,20,Best Original Score - Motion Picture,Maurice Jarre,Lawrence Of Arabia,FALSE,lawrence of arabia,1962,1963,35,ACTOR IN A SUPPORTING ROLE,Omar Sharif,Lawrence of Arabia,FALSE,lawrence of arabia
lawrence of arabia,lawrence of arabia,1,TRUE,1962,1962,1962,1963,20,Best Original Score - Motion Picture,Maurice Jarre,Lawrence Of Arabia,FALSE,lawrence of arabia,1962,1963,35,ART DIRECTION (Color),"Art Direction:  John Box, John Stoll;  Set Decoration:  Dario Simoni",Lawrence of Arabia,TRUE,lawrence of arabia
lawrence of arabia,lawrence of arabia,1,TRUE,1962,1962,1962,1963,20,Best Original Score - Motion Picture,Maurice Jarre,Lawrence Of Arabia,FALSE,lawrence of arabia,1962,1963,35,CINEMATOGRAPHY (Color),Fred A. Young,Lawrence of Arabia,TRUE,lawrence of arabia
lawrence of arabia,lawrence of arabia,1,TRUE,1962,1962,1962,1963,20,Best Original Score - Motion Picture,Maurice Jarre,Lawrence Of Arabia,FALSE,lawrence of arabia,1962,1963,35,DIRECTING,David Lean,Lawrence of Arabia,TRUE,lawrence of arabia
lawrence of arabia,lawrence of arabia,1,TRUE,1962,1962,1962,1963,20,Best Original Score - Motion Picture,Maurice Jarre,Lawrence Of Arabia,FALSE,lawrence of arabia,1962,1963,35,FILM EDITING,Anne Coates,Lawrence of Arabia,TRUE,lawrence of arabia
lawrence of arabia,lawrence of arabia,1,TRUE,1962,1962,1962,1963,20,Best Original Score - Motion Picture,Maurice Jarre,Lawrence Of Arabia,FALSE,lawrence of arabia,1962,1963,35,MUSIC (Music Score--substantially original),Maurice Jarre,Lawrence of Arabia,TRUE,lawrence of arabia
lawrence of arabia,lawrence of arabia,1,TRUE,1962,1962,1962,1963,20,Best Original Score - Motion Picture,Maurice Jarre,Lawrence Of Arabia,FALSE,lawrence of arabia,1962,1963,35,BEST PICTURE,"Sam Spiegel, Producer",Lawrence of Arabia,TRUE,lawrence of arabia
lawrence of arabia,lawrence of arabia,1,TRUE,1962,1962,1962,1963,20,Best Original Score - Motion Picture,Maurice Jarre,Lawrence Of Arabia,FALSE,lawrence of arabia,1962,1963,35,SOUND,"Shepperton Studio Sound Department, John Cox, Sound Director",Lawrence of Arabia,TRUE,lawrence of arabia
lawrence of arabia,lawrence of arabia,1,TRUE,1962,1962,1962,1963,20,Best Original Score - Motion Picture,Maurice Jarre,Lawrence Of Arabia,FALSE,lawrence of arabia,1962,1963,35,WRITING (Screenplay--based on material from another medium),"Robert Bolt, Michael Wilson",Lawrence of Arabia,FALSE,lawrence of arabia
lawrence of arabia,lawrence of arabia,1,TRUE,1962,1962,1962,1963,20,New Star Of The Year - Actor,Omar Sharif,Lawrence Of Arabia,TRUE,lawrence of arabia,1962,1963,35,ACTOR,Peter O'Toole,Lawrence of Arabia,FALSE,lawrence of arabia
lawrence of arabia,lawrence of arabia,1,TRUE,1962,1962,1962,1963,20,New Star Of The Year - Actor,Omar Sharif,Lawrence Of Arabia,TRUE,lawrence of arabia,1962,1963,35,ACTOR IN A SUPPORTING ROLE,Omar Sharif,Lawrence of Arabia,FALSE,lawrence of arabia
lawrence of arabia,lawrence of arabia,1,TRUE,1962,1962,1962,1963,20,New Star Of The Year - Actor,Omar Sharif,Lawrence Of Arabia,TRUE,lawrence of arabia,1962,1963,35,ART DIRECTION (Color),"Art Direction:  John Box, John Stoll;  Set Decoration:  Dario Simoni",Lawrence of Arabia,TRUE,lawrence of arabia
lawrence of arabia,lawrence of arabia,1,TRUE,1962,1962,1962,1963,20,New Star Of The Year - Actor,Omar Sharif,Lawrence Of Arabia,TRUE,lawrence of arabia,1962,1963,35,CINEMATOGRAPHY (Color),Fred A. Young,Lawrence of Arabia,TRUE,lawrence of arabia
lawrence of arabia,lawrence of arabia,1,TRUE,1962,1962,1962,1963,20,New Star Of The Year - Actor,Omar Sharif,Lawrence Of Arabia,TRUE,lawrence of arabia,1962,1963,35,DIRECTING,David Lean,Lawrence of Arabia,TRUE,lawrence of arabia
lawrence of arabia,lawrence of arabia,1,TRUE,1962,1962,1962,1963,20,New Star Of The Year - Actor,Omar Sharif,Lawrence Of Arabia,TRUE,lawrence of arabia,1962,1963,35,FILM EDITING,Anne Coates,Lawrence of Arabia,TRUE,lawrence of arabia
lawrence of arabia,lawrence of arabia,1,TRUE,1962,1962,1962,1963,20,New Star Of The Year - Actor,Omar Sharif,Lawrence Of Arabia,TRUE,lawrence of arabia,1962,1963,35,MUSIC (Music Score--substantially original),Maurice Jarre,Lawrence of Arabia,TRUE,lawrence of arabia
lawrence of arabia,lawrence of arabia,1,TRUE,1962,1962,1962,1963,20,New Star Of The Year - Actor,Omar Sharif,Lawrence Of Arabia,TRUE,lawrence of arabia,1962,1963,35,BEST PICTURE,"Sam Spiegel, Producer",Lawrence of Arabia,TRUE,lawrence of arabia
lawrence of arabia,lawrence of arabia,1,TRUE,1962,1962,1962,1963,20,New Star Of The Year - Actor,Omar Sharif,Lawrence Of Arabia,TRUE,lawrence of arabia,1962,1963,35,SOUND,"Shepperton Studio Sound Department, John Cox, Sound Director",Lawrence of Arabia,TRUE,lawrence of arabia
lawrence of arabia,lawrence of arabia,1,TRUE,1962,1962,1962,1963,20,New Star Of The Year - Actor,Omar Sharif,Lawrence Of Arabia,TRUE,lawrence of arabia,1962,1963,35,WRITING (Screenplay--based on material from another medium),"Robert Bolt, Michael Wilson",Lawrence of Arabia,FALSE,lawrence of arabia
lawrence of arabia,lawrence of arabia,1,TRUE,1962,1962,1962,1963,20,New Star Of The Year - Actor,Peter O'Toole,Lawrence Of Arabia,TRUE,lawrence of arabia,1962,1963,35,ACTOR,Peter O'Toole,Lawrence of Arabia,FALSE,lawrence of arabia
lawrence of arabia,lawrence of arabia,1,TRUE,1962,1962,1962,1963,20,New Star Of The Year - Actor,Peter O'Toole,Lawrence Of Arabia,TRUE,lawrence of arabia,1962,1963,35,ACTOR IN A SUPPORTING ROLE,Omar Sharif,Lawrence of Arabia,FALSE,lawrence of arabia
lawrence of arabia,lawrence of arabia,1,TRUE,1962,1962,1962,1963,20,New Star Of The Year - Actor,Peter O'Toole,Lawrence Of Arabia,TRUE,lawrence of arabia,1962,1963,35,ART DIRECTION (Color),"Art Direction:  John Box, John Stoll;  Set Decoration:  Dario Simoni",Lawrence of Arabia,TRUE,lawrence of arabia
lawrence of arabia,lawrence of arabia,1,TRUE,1962,1962,1962,1963,20,New Star Of The Year - Actor,Peter O'Toole,Lawrence Of Arabia,TRUE,lawrence of arabia,1962,1963,35,CINEMATOGRAPHY (Color),Fred A. Young,Lawrence of Arabia,TRUE,lawrence of arabia
lawrence of arabia,lawrence of arabia,1,TRUE,1962,1962,1962,1963,20,New Star Of The Year - Actor,Peter O'Toole,Lawrence Of Arabia,TRUE,lawrence of arabia,1962,1963,35,DIRECTING,David Lean,Lawrence of Arabia,TRUE,lawrence of arabia
lawrence of arabia,lawrence of arabia,1,TRUE,1962,1962,1962,1963,20,New Star Of The Year - Actor,Peter O'Toole,Lawrence Of Arabia,TRUE,lawrence of arabia,1962,1963,35,FILM EDITING,Anne Coates,Lawrence of Arabia,TRUE,lawrence of arabia
lawrence of arabia,lawrence of arabia,1,TRUE,1962,1962,1962,1963,20,New Star Of The Year - Actor,Peter O'Toole,Lawrence Of Arabia,TRUE,lawrence of arabia,1962,1963,35,MUSIC (Music Score--substantially original),Maurice Jarre,Lawrence of Arabia,TRUE,lawrence of arabia
lawrence of arabia,lawrence of arabia,1,TRUE,1962,1962,1962,1963,20,New Star Of The Year - Actor,Peter O'Toole,Lawrence Of Arabia,TRUE,lawrence of arabia,1962,1963,35,BEST PICTURE,"Sam Spiegel, Producer",Lawrence of Arabia,TRUE,lawrence of arabia
lawrence of arabia,lawrence of arabia,1,TRUE,1962,1962,1962,1963,20,New Star Of The Year - Actor,Peter O'Toole,Lawrence Of Arabia,TRUE,lawrence of arabia,1962,1963,35,SOUND,"Shepperton Studio Sound Department, John Cox, Sound Director",Lawrence of Arabia,TRUE,lawrence of arabia
lawrence of arabia,lawrence of arabia,1,TRUE,1962,1962,1962,1963,20,New Star Of The Year - Actor,Peter O'Toole,Lawrence Of Arabia,TRUE,lawrence of arabia,1962,1963,35,WRITING (Screenplay--based on material from another medium),"Robert Bolt, Michael Wilson",Lawrence of Arabia,FALSE,lawrence of arabia
lawrence of arabia,lawrence of arabia,1,TRUE,1962,1962,1962,1963,20,Cinematography - Color,Fred A. Young,Lawrence Of Arabia,TRUE,lawrence of arabia,1962,1963,35,ACTOR,Peter O'Toole,Lawrence of Arabia,FALSE,lawrence of arabia
lawrence of arabia,lawrence of arabia,1,TRUE,1962,1962,1962,1963,20,Cinematography - Color,Fred A. Young,Lawrence Of Arabia,TRUE,lawrence of arabia,1962,1963,35,ACTOR IN A SUPPORTING ROLE,Omar Sharif,Lawrence of Arabia,FALSE,lawrence of arabia
lawrence of arabia,lawrence of arabia,1,TRUE,1962,1962,1962,1963,20,Cinematography - Color,Fred A. Young,Lawrence Of Arabia,TRUE,lawrence of arabia,1962,1963,35,ART DIRECTION (Color),"Art Direction:  John Box, John Stoll;  Set Decoration:  Dario Simoni",Lawrence of Arabia,TRUE,lawrence of arabia
lawrence of arabia,lawrence of arabia,1,TRUE,1962,1962,1962,1963,20,Cinematography - Color,Fred A. Young,Lawrence Of Arabia,TRUE,lawrence of arabia,1962,1963,35,CINEMATOGRAPHY (Color),Fred A. Young,Lawrence of Arabia,TRUE,lawrence of arabia
lawrence of arabia,lawrence of arabia,1,TRUE,1962,1962,1962,1963,20,Cinematography - Color,Fred A. Young,Lawrence Of Arabia,TRUE,lawrence of arabia,1962,1963,35,DIRECTING,David Lean,Lawrence of Arabia,TRUE,lawrence of arabia
lawrence of arabia,lawrence of arabia,1,TRUE,1962,1962,1962,1963,20,Cinematography - Color,Fred A. Young,Lawrence Of Arabia,TRUE,lawrence of arabia,1962,1963,35,FILM EDITING,Anne Coates,Lawrence of Arabia,TRUE,lawrence of arabia
lawrence of arabia,lawrence of arabia,1,TRUE,1962,1962,1962,1963,20,Cinematography - Color,Fred A. Young,Lawrence Of Arabia,TRUE,lawrence of arabia,1962,1963,35,MUSIC (Music Score--substantially original),Maurice Jarre,Lawrence of Arabia,TRUE,lawrence of arabia
lawrence of arabia,lawrence of arabia,1,TRUE,1962,1962,1962,1963,20,Cinematography - Color,Fred A. Young,Lawrence Of Arabia,TRUE,lawrence of arabia,1962,1963,35,BEST PICTURE,"Sam Spiegel, Producer",Lawrence of Arabia,TRUE,lawrence of arabia
lawrence of arabia,lawrence of arabia,1,TRUE,1962,1962,1962,1963,20,Cinematography - Color,Fred A. Young,Lawrence Of Arabia,TRUE,lawrence of arabia,1962,1963,35,SOUND,"Shepperton Studio Sound Department, John Cox, Sound Director",Lawrence of Arabia,TRUE,lawrence of arabia
lawrence of arabia,lawrence of arabia,1,TRUE,1962,1962,1962,1963,20,Cinematography - Color,Fred A. Young,Lawrence Of Arabia,TRUE,lawrence of arabia,1962,1963,35,WRITING (Screenplay--based on material from another medium),"Robert Bolt, Michael Wilson",Lawrence of Arabia,FALSE,lawrence of arabia
the pigeon that took rome,the pigeon that took rome,1,TRUE,1962,1962,1962,1963,20,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Charlton Heston,The Pigeon That Took Rome,FALSE,the pigeon that took rome,1962,1963,35,ART DIRECTION (Black-and-White),"Art Direction:  Hal Pereira, Roland Anderson;  Set Decoration:  Sam Comer, Frank R. McKelvy",The Pigeon That Took Rome,FALSE,the pigeon that took rome
the pigeon that took rome,the pigeon that took rome,1,TRUE,1962,1962,1962,1963,20,Best Performance by an Actress in a Supporting Role in any Motion Picture,Gabriella Pallotta,The Pigeon That Took Rome,FALSE,the pigeon that took rome,1962,1963,35,ART DIRECTION (Black-and-White),"Art Direction:  Hal Pereira, Roland Anderson;  Set Decoration:  Sam Comer, Frank R. McKelvy",The Pigeon That Took Rome,FALSE,the pigeon that took rome
the pigeon that took rome,the pigeon that took rome,1,TRUE,1962,1962,1962,1963,20,Best Performance by an Actor in a Supporting Role in any Motion Picture,Harry Guardino,The Pigeon That Took Rome,FALSE,the pigeon that took rome,1962,1963,35,ART DIRECTION (Black-and-White),"Art Direction:  Hal Pereira, Roland Anderson;  Set Decoration:  Sam Comer, Frank R. McKelvy",The Pigeon That Took Rome,FALSE,the pigeon that took rome
toys in the attic,toys in the attic,1,TRUE,1963,1963,1963,1964,21,Best Performance by an Actress in a Motion Picture - Drama,Geraldine Page,Toys in the Attic,FALSE,toys in the attic,1963,1964,36,COSTUME DESIGN (Black-and-White),Bill Thomas,Toys in the Attic,FALSE,toys in the attic
toys in the attic,toys in the attic,1,TRUE,1963,1963,1963,1964,21,Best Performance by an Actress in a Supporting Role in any Motion Picture,Wendy Hiller,Toys in the Attic,FALSE,toys in the attic,1963,1964,36,COSTUME DESIGN (Black-and-White),Bill Thomas,Toys in the Attic,FALSE,toys in the attic
love with the proper stranger,love with the proper stranger,1,TRUE,1963,1963,1963,1964,21,Best Performance by an Actress in a Motion Picture - Drama,Natalie Wood,Love with the Proper Stranger,FALSE,love with the proper stranger,1963,1964,36,ACTRESS,Natalie Wood,Love with the Proper Stranger,FALSE,love with the proper stranger
love with the proper stranger,love with the proper stranger,1,TRUE,1963,1963,1963,1964,21,Best Performance by an Actress in a Motion Picture - Drama,Natalie Wood,Love with the Proper Stranger,FALSE,love with the proper stranger,1963,1964,36,ART DIRECTION (Black-and-White),"Art Direction:  Hal Pereira, Roland Anderson;  Set Decoration:  Sam Comer, Grace Gregory",Love with the Proper Stranger,FALSE,love with the proper stranger
love with the proper stranger,love with the proper stranger,1,TRUE,1963,1963,1963,1964,21,Best Performance by an Actress in a Motion Picture - Drama,Natalie Wood,Love with the Proper Stranger,FALSE,love with the proper stranger,1963,1964,36,CINEMATOGRAPHY (Black-and-White),Milton Krasner,Love with the Proper Stranger,FALSE,love with the proper stranger
love with the proper stranger,love with the proper stranger,1,TRUE,1963,1963,1963,1964,21,Best Performance by an Actress in a Motion Picture - Drama,Natalie Wood,Love with the Proper Stranger,FALSE,love with the proper stranger,1963,1964,36,COSTUME DESIGN (Black-and-White),Edith Head,Love with the Proper Stranger,FALSE,love with the proper stranger
love with the proper stranger,love with the proper stranger,1,TRUE,1963,1963,1963,1964,21,Best Performance by an Actress in a Motion Picture - Drama,Natalie Wood,Love with the Proper Stranger,FALSE,love with the proper stranger,1963,1964,36,WRITING (Story and Screenplay--written directly for the screen),Arnold Schulman,Love with the Proper Stranger,FALSE,love with the proper stranger
love with the proper stranger,love with the proper stranger,1,TRUE,1963,1963,1963,1964,21,Best Performance by an Actor in a Motion Picture - Drama,Steve McQueen,Love with the Proper Stranger,FALSE,love with the proper stranger,1963,1964,36,ACTRESS,Natalie Wood,Love with the Proper Stranger,FALSE,love with the proper stranger
love with the proper stranger,love with the proper stranger,1,TRUE,1963,1963,1963,1964,21,Best Performance by an Actor in a Motion Picture - Drama,Steve McQueen,Love with the Proper Stranger,FALSE,love with the proper stranger,1963,1964,36,ART DIRECTION (Black-and-White),"Art Direction:  Hal Pereira, Roland Anderson;  Set Decoration:  Sam Comer, Grace Gregory",Love with the Proper Stranger,FALSE,love with the proper stranger
love with the proper stranger,love with the proper stranger,1,TRUE,1963,1963,1963,1964,21,Best Performance by an Actor in a Motion Picture - Drama,Steve McQueen,Love with the Proper Stranger,FALSE,love with the proper stranger,1963,1964,36,CINEMATOGRAPHY (Black-and-White),Milton Krasner,Love with the Proper Stranger,FALSE,love with the proper stranger
love with the proper stranger,love with the proper stranger,1,TRUE,1963,1963,1963,1964,21,Best Performance by an Actor in a Motion Picture - Drama,Steve McQueen,Love with the Proper Stranger,FALSE,love with the proper stranger,1963,1964,36,COSTUME DESIGN (Black-and-White),Edith Head,Love with the Proper Stranger,FALSE,love with the proper stranger
love with the proper stranger,love with the proper stranger,1,TRUE,1963,1963,1963,1964,21,Best Performance by an Actor in a Motion Picture - Drama,Steve McQueen,Love with the Proper Stranger,FALSE,love with the proper stranger,1963,1964,36,WRITING (Story and Screenplay--written directly for the screen),Arnold Schulman,Love with the Proper Stranger,FALSE,love with the proper stranger
america america,america america,1,TRUE,1963,1963,1963,1964,21,Best Performance by an Actor in a Motion Picture - Drama,Stathis Giallelis,"America, America",FALSE,america america,1963,1964,36,ART DIRECTION (Black-and-White),Gene Callahan,America America,TRUE,america america
america america,america america,1,TRUE,1963,1963,1963,1964,21,Best Performance by an Actor in a Motion Picture - Drama,Stathis Giallelis,"America, America",FALSE,america america,1963,1964,36,DIRECTING,Elia Kazan,America America,FALSE,america america
america america,america america,1,TRUE,1963,1963,1963,1964,21,Best Performance by an Actor in a Motion Picture - Drama,Stathis Giallelis,"America, America",FALSE,america america,1963,1964,36,BEST PICTURE,"Elia Kazan, Producer",America America,FALSE,america america
america america,america america,1,TRUE,1963,1963,1963,1964,21,Best Performance by an Actor in a Motion Picture - Drama,Stathis Giallelis,"America, America",FALSE,america america,1963,1964,36,WRITING (Story and Screenplay--written directly for the screen),Elia Kazan,America America,FALSE,america america
america america,america america,1,TRUE,1963,1963,1963,1964,21,Best Performance by an Actress in a Supporting Role in any Motion Picture,Linda Marsh,"America, America",FALSE,america america,1963,1964,36,ART DIRECTION (Black-and-White),Gene Callahan,America America,TRUE,america america
america america,america america,1,TRUE,1963,1963,1963,1964,21,Best Performance by an Actress in a Supporting Role in any Motion Picture,Linda Marsh,"America, America",FALSE,america america,1963,1964,36,DIRECTING,Elia Kazan,America America,FALSE,america america
america america,america america,1,TRUE,1963,1963,1963,1964,21,Best Performance by an Actress in a Supporting Role in any Motion Picture,Linda Marsh,"America, America",FALSE,america america,1963,1964,36,BEST PICTURE,"Elia Kazan, Producer",America America,FALSE,america america
america america,america america,1,TRUE,1963,1963,1963,1964,21,Best Performance by an Actress in a Supporting Role in any Motion Picture,Linda Marsh,"America, America",FALSE,america america,1963,1964,36,WRITING (Story and Screenplay--written directly for the screen),Elia Kazan,America America,FALSE,america america
america america,america america,1,TRUE,1963,1963,1963,1964,21,Best Performance by an Actor in a Supporting Role in any Motion Picture,Paul Mann,"America, America",FALSE,america america,1963,1964,36,ART DIRECTION (Black-and-White),Gene Callahan,America America,TRUE,america america
america america,america america,1,TRUE,1963,1963,1963,1964,21,Best Performance by an Actor in a Supporting Role in any Motion Picture,Paul Mann,"America, America",FALSE,america america,1963,1964,36,DIRECTING,Elia Kazan,America America,FALSE,america america
america america,america america,1,TRUE,1963,1963,1963,1964,21,Best Performance by an Actor in a Supporting Role in any Motion Picture,Paul Mann,"America, America",FALSE,america america,1963,1964,36,BEST PICTURE,"Elia Kazan, Producer",America America,FALSE,america america
america america,america america,1,TRUE,1963,1963,1963,1964,21,Best Performance by an Actor in a Supporting Role in any Motion Picture,Paul Mann,"America, America",FALSE,america america,1963,1964,36,WRITING (Story and Screenplay--written directly for the screen),Elia Kazan,America America,FALSE,america america
america america,america america,1,TRUE,1963,1963,1963,1964,21,Best Performance by an Actor in a Supporting Role in any Motion Picture,Gregory Rozakis,"America, America",FALSE,america america,1963,1964,36,ART DIRECTION (Black-and-White),Gene Callahan,America America,TRUE,america america
america america,america america,1,TRUE,1963,1963,1963,1964,21,Best Performance by an Actor in a Supporting Role in any Motion Picture,Gregory Rozakis,"America, America",FALSE,america america,1963,1964,36,DIRECTING,Elia Kazan,America America,FALSE,america america
america america,america america,1,TRUE,1963,1963,1963,1964,21,Best Performance by an Actor in a Supporting Role in any Motion Picture,Gregory Rozakis,"America, America",FALSE,america america,1963,1964,36,BEST PICTURE,"Elia Kazan, Producer",America America,FALSE,america america
america america,america america,1,TRUE,1963,1963,1963,1964,21,Best Performance by an Actor in a Supporting Role in any Motion Picture,Gregory Rozakis,"America, America",FALSE,america america,1963,1964,36,WRITING (Story and Screenplay--written directly for the screen),Elia Kazan,America America,FALSE,america america
america america,america america,1,TRUE,1963,1963,1963,1964,21,Best Director - Motion Picture,Elia Kazan,"America, America",TRUE,america america,1963,1964,36,ART DIRECTION (Black-and-White),Gene Callahan,America America,TRUE,america america
america america,america america,1,TRUE,1963,1963,1963,1964,21,Best Director - Motion Picture,Elia Kazan,"America, America",TRUE,america america,1963,1964,36,DIRECTING,Elia Kazan,America America,FALSE,america america
america america,america america,1,TRUE,1963,1963,1963,1964,21,Best Director - Motion Picture,Elia Kazan,"America, America",TRUE,america america,1963,1964,36,BEST PICTURE,"Elia Kazan, Producer",America America,FALSE,america america
america america,america america,1,TRUE,1963,1963,1963,1964,21,Best Director - Motion Picture,Elia Kazan,"America, America",TRUE,america america,1963,1964,36,WRITING (Story and Screenplay--written directly for the screen),Elia Kazan,America America,FALSE,america america
america america,america america,1,TRUE,1963,1963,1963,1964,21,Promoting International Understanding,Elia Kazan,"America, America",FALSE,america america,1963,1964,36,ART DIRECTION (Black-and-White),Gene Callahan,America America,TRUE,america america
america america,america america,1,TRUE,1963,1963,1963,1964,21,Promoting International Understanding,Elia Kazan,"America, America",FALSE,america america,1963,1964,36,DIRECTING,Elia Kazan,America America,FALSE,america america
america america,america america,1,TRUE,1963,1963,1963,1964,21,Promoting International Understanding,Elia Kazan,"America, America",FALSE,america america,1963,1964,36,BEST PICTURE,"Elia Kazan, Producer",America America,FALSE,america america
america america,america america,1,TRUE,1963,1963,1963,1964,21,Promoting International Understanding,Elia Kazan,"America, America",FALSE,america america,1963,1964,36,WRITING (Story and Screenplay--written directly for the screen),Elia Kazan,America America,FALSE,america america
america america,america america,1,TRUE,1963,1963,1963,1964,21,New Star Of The Year - Actor,Stathis Giallelis,"America, America",TRUE,america america,1963,1964,36,ART DIRECTION (Black-and-White),Gene Callahan,America America,TRUE,america america
america america,america america,1,TRUE,1963,1963,1963,1964,21,New Star Of The Year - Actor,Stathis Giallelis,"America, America",TRUE,america america,1963,1964,36,DIRECTING,Elia Kazan,America America,FALSE,america america
america america,america america,1,TRUE,1963,1963,1963,1964,21,New Star Of The Year - Actor,Stathis Giallelis,"America, America",TRUE,america america,1963,1964,36,BEST PICTURE,"Elia Kazan, Producer",America America,FALSE,america america
america america,america america,1,TRUE,1963,1963,1963,1964,21,New Star Of The Year - Actor,Stathis Giallelis,"America, America",TRUE,america america,1963,1964,36,WRITING (Story and Screenplay--written directly for the screen),Elia Kazan,America America,FALSE,america america
hud,hud,1,TRUE,1963,1963,1963,1964,21,Best Performance by an Actor in a Motion Picture - Drama,Paul Newman,Hud,FALSE,hud,1963,1964,36,ACTOR,Paul Newman,Hud,FALSE,hud
hud,hud,1,TRUE,1963,1963,1963,1964,21,Best Performance by an Actor in a Motion Picture - Drama,Paul Newman,Hud,FALSE,hud,1963,1964,36,ACTOR IN A SUPPORTING ROLE,Melvyn Douglas,Hud,TRUE,hud
hud,hud,1,TRUE,1963,1963,1963,1964,21,Best Performance by an Actor in a Motion Picture - Drama,Paul Newman,Hud,FALSE,hud,1963,1964,36,ACTRESS,Patricia Neal,Hud,TRUE,hud
hud,hud,1,TRUE,1963,1963,1963,1964,21,Best Performance by an Actor in a Motion Picture - Drama,Paul Newman,Hud,FALSE,hud,1963,1964,36,ART DIRECTION (Black-and-White),"Art Direction:  Hal Pereira, Tambi Larsen;  Set Decoration:  Sam Comer, Robert Benton",Hud,FALSE,hud
hud,hud,1,TRUE,1963,1963,1963,1964,21,Best Performance by an Actor in a Motion Picture - Drama,Paul Newman,Hud,FALSE,hud,1963,1964,36,CINEMATOGRAPHY (Black-and-White),James Wong Howe,Hud,TRUE,hud
hud,hud,1,TRUE,1963,1963,1963,1964,21,Best Performance by an Actor in a Motion Picture - Drama,Paul Newman,Hud,FALSE,hud,1963,1964,36,DIRECTING,Martin Ritt,Hud,FALSE,hud
hud,hud,1,TRUE,1963,1963,1963,1964,21,Best Performance by an Actor in a Motion Picture - Drama,Paul Newman,Hud,FALSE,hud,1963,1964,36,WRITING (Screenplay--based on material from another medium),"Irving Ravetch, Harriet Frank, Jr.",Hud,FALSE,hud
hud,hud,1,TRUE,1963,1963,1963,1964,21,Best Performance by an Actress in a Supporting Role in any Motion Picture,Patricia Neal,Hud,FALSE,hud,1963,1964,36,ACTOR,Paul Newman,Hud,FALSE,hud
hud,hud,1,TRUE,1963,1963,1963,1964,21,Best Performance by an Actress in a Supporting Role in any Motion Picture,Patricia Neal,Hud,FALSE,hud,1963,1964,36,ACTOR IN A SUPPORTING ROLE,Melvyn Douglas,Hud,TRUE,hud
hud,hud,1,TRUE,1963,1963,1963,1964,21,Best Performance by an Actress in a Supporting Role in any Motion Picture,Patricia Neal,Hud,FALSE,hud,1963,1964,36,ACTRESS,Patricia Neal,Hud,TRUE,hud
hud,hud,1,TRUE,1963,1963,1963,1964,21,Best Performance by an Actress in a Supporting Role in any Motion Picture,Patricia Neal,Hud,FALSE,hud,1963,1964,36,ART DIRECTION (Black-and-White),"Art Direction:  Hal Pereira, Tambi Larsen;  Set Decoration:  Sam Comer, Robert Benton",Hud,FALSE,hud
hud,hud,1,TRUE,1963,1963,1963,1964,21,Best Performance by an Actress in a Supporting Role in any Motion Picture,Patricia Neal,Hud,FALSE,hud,1963,1964,36,CINEMATOGRAPHY (Black-and-White),James Wong Howe,Hud,TRUE,hud
hud,hud,1,TRUE,1963,1963,1963,1964,21,Best Performance by an Actress in a Supporting Role in any Motion Picture,Patricia Neal,Hud,FALSE,hud,1963,1964,36,DIRECTING,Martin Ritt,Hud,FALSE,hud
hud,hud,1,TRUE,1963,1963,1963,1964,21,Best Performance by an Actress in a Supporting Role in any Motion Picture,Patricia Neal,Hud,FALSE,hud,1963,1964,36,WRITING (Screenplay--based on material from another medium),"Irving Ravetch, Harriet Frank, Jr.",Hud,FALSE,hud
hud,hud,1,TRUE,1963,1963,1963,1964,21,Best Performance by an Actor in a Supporting Role in any Motion Picture,Melvyn Douglas,Hud,FALSE,hud,1963,1964,36,ACTOR,Paul Newman,Hud,FALSE,hud
hud,hud,1,TRUE,1963,1963,1963,1964,21,Best Performance by an Actor in a Supporting Role in any Motion Picture,Melvyn Douglas,Hud,FALSE,hud,1963,1964,36,ACTOR IN A SUPPORTING ROLE,Melvyn Douglas,Hud,TRUE,hud
hud,hud,1,TRUE,1963,1963,1963,1964,21,Best Performance by an Actor in a Supporting Role in any Motion Picture,Melvyn Douglas,Hud,FALSE,hud,1963,1964,36,ACTRESS,Patricia Neal,Hud,TRUE,hud
